"name.common.worktable"|"spec"|"Exploited"|"general.taxonomic.group"|"Specific.taxonomic.group"|"habitat.horizontal"|"habitat.vertical"|"habitat.specific"|"depth"|"temperature"|"diet"|"mat.age.yr"|"mat.len.cm"|"size.max.len.cm"|"size.max.mass.kg"|"age.max.yr"|"fecundity.eggs.per.female"|"observations.of.interest"|"Needs.more.work"|"Notes"|"end"
"Astarte Castanea"|4338||"invertebrate"|"Mollusc"||||"7.5;?"|||||2.5|||||||"XXXXX"
"Astarte Undata"|4307||"invertebrate"|"Mollusc"||"benthic"|"benthic:mud"|"7;190"|||||3.2|||||||"XXXXX"
"Astarte"|4316||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Cardium"|4341||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Northern Dwarf Cockle"|4345||"invertebrate"|"Mollusc"||"benthic"|"benthic:gravel"|"0;110"|||||1.3|||||||"XXXXX"
"Iceland Cockle"|4342||"invertebrate"|"Mollusc"||"benthic"||"0;185"|||||6.5|||||||"XXXXX"
"Greenland Cockle"|4343||"invertebrate"|"Mollusc"||"benthic"||||||||||||||"XXXXX"
"Cockles"|4340||"invertebrate"|"Mollusc"||"benthic"||||||||||||||"XXXXX"
"Heart Shell"|4344||"invertebrate"|"Mollusc"||"benthic"|"benthic:under stones"|"0;460"|||||3.8|||||||"XXXXX"
"Leptonidae"|3185||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Lucinidae"|3190||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Thyasira"|4302||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Thyasiridae"|4333||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Stimpson's Surf Clam, Arctic Surf Clam"|4355|"yes"|"invertebrate"|"Clam"||"benthic"||||"filter feeder"|||15.7||56||"AKA Mactromeris spisula.  Preyed on by large groundfish"|||"XXXXX"
"Bar Clam, Atlantic Surf Clam"|4317|"yes"|"invertebrate"|"Clam"|"inshore"|"benthic"|"benthic:sand;mud;within 20mm of sediment surface"|"0;75"||"suspension feeder"|1|4|22.6||||"Preyed on by gastropods and sea stars"|||"XXXXX"
"Razor Clam"|4315||"invertebrate"|"Clam"||"benthic"||||||||||||||"XXXXX"
"Razor Clam, Atlantic Jack Knife"|4301|"yes (in the past)"|"invertebrate"|"Clam"|"inshore"|"benthic"|"benthic:sand;mud;gravel"|"0;75"|||||25||||"Was a commercial fishery in 1950s.  Now only harvested recreationally."|1||"XXXXX"
"Macoma"|4313||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Tellina"|4303||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Tellinidae"|4370||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Quahaug"|4311||"invertebrate"|"Mollusc"||"benthic"||||||||||||||"XXXXX"
"Hard Clam"|4323||"invertebrate"|"Clam"||"benthic"|||||||130|||||||"XXXXX"
"Veneridae"|4329||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Nuculana Buccata, Stout Nut Clam"|4353||"invertebrate"|"Clam"|||||||||||||||"buccata is an older species name"|"XXXXX"
"Thin Nut Clam"|4352||"invertebrate"|"Clam"|||||||||0.6|||||||"XXXXX"
"Nuculana"|4351||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Nuculanidae"|4360||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Nucula  Tenuis"|4361||"invertebrate"|||||||||||||||||"XXXXX"
"Nucula"|4308||"invertebrate"|||||||||||||||||"XXXXX"
"Nut Shells"|4350||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Yoldia Sapotilla, Short Yoldia"|4356||"invertebrate"|"Mollusc"||"benthic"||"0;185"|||||4||||"Preyed on by plaice;skates;eel pouts"|||"XXXXX"
"Yoldia"|4354||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Solemya Borealis"|4346||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Bathyarca Pectunculoides"|4337||"invertebrate"|"Clam"||||||||||||||||"XXXXX"
"Bathyarca"|4339||"invertebrate"|"Clam"||||||||||||||||"XXXXX"
"Limatula"|4347||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Northern Horse Mussel"|4332||"invertebrate"|"Mollusc"||"benthic"|"benthic:rocks;sand;gravel"|"shallow"||||15.5||||||||"XXXXX"
"Musculus Niger"|4334||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Common Mussels, Blue Mussel, Edible Mussel"|4331|"yes"|"invertebrate"|"Mollusc"|"inshore"|"benthic"|"benthic:intertidal;sand;gravel;pilings;wharves"|"intertidal"||"planktivore: filter feeder"|||10|||||||"XXXXX"
"Mussels"|4330||"invertebrate"|"Mollusc"||"benthic"||||||||||||||"XXXXX"
"American Cupped Oyster"|4326||"invertebrate"|"Mollusc"||"benthic"|||||||15|||||||"XXXXX"
"Red Ribbed Scallop"|4336||"invertebrate"|"Mollusc"||"benthic"||||||||||||||"XXXXX"
"Atlantic Calico Scallop"|4325||"invertebrate"|"Mollusc"|"inshore;shelf"|"benthic"|"benthic:sand;estuaries;open ocean"|"9;370"||"planktivore:microalgae;diatoms;bacteria;organic particulates "|||8||"24months"||"Not typically this far North"|||"XXXXX"
"Atlantic Bay Scallop"|4324||"invertebrate"|"Mollusc"||"benthic"|"benthic:variable"|"0;15"|||||7.5||2|||||"XXXXX"
"Iceland Scallop"|4322||"invertebrate"|"Mollusc"|"inshore"|"benthic"||"0;310"|"cold"|"planktivore:suspension feeder"|||10|||||||"XXXXX"
"Sea Scallop, Giant Scallop"|4321|"yes"|"invertebrate"|"Mollusc"|"inshore;shelf"|"benthic"|"benthic:sand;gravel"|"?;20(North of Cape Cod),  40;200(in general)"|"<20"|"planktivore:suspension feeder"|"2;4"|"6;9"|23||||"Preyed on by crabs, sea stars, and humans"|||"XXXXX"
"Scallops"|4320||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Anomiidae"|4328||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Anomia Simplex, Smooth Jingle Shell"|4380||"invertebrate"|"Clam"||"benthic"|"benthic:attached to stones;shells;logs;wharves"|"0;165"|||||5|||||||"XXXXX"
"Anomia"|4381||"invertebrate"|"Clam"||||||||||||||||"XXXXX"
"Prionodesmata (?)"|4310||"invertebrate"|"Mollusc"|||||||||||||||"Could not find much on Prionodesmata"|"XXXXX"
"Bivalvia"|4300||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Incirrata (Octopus)"|4520||"invertebrate"|"Octopus"||||||||||||||||"XXXXX"
"Alloposidae"|4533||"invertebrate"|"Octopus"|||||||||400|75||||||"XXXXX"
"Paper Nautilus, Greater Argonaut"|4531||"invertebrate"|"Octopus"||"pelagic"|||"tropical;semi tropical"|"pelagic molluscs;crustaceans;jellyfish"|||10|||48,800||1||"XXXXX"
"Argonautidae"|4532||"invertebrate"|"Octopus"||"pelagic"||||||||||||||"XXXXX"
"Bolitaenidae"|4528||"invertebrate"|"Octopus"||||||||||||||||"XXXXX"
"Northern Atlantic Octopus"|4524||"invertebrate"|"Octopus"|"inshore"|||"200;600 typically, 50;1500 overall, 191;490(Greenland)"|||||10||6|||||"XXXXX"
"Octopodidae"|4529||"invertebrate"|"Octopus"|"inshore;shelf;slope"|"benthic"||"0;1000"||||||||||||"XXXXX"
"Ocythoidae"|4534||"invertebrate"|"Octopus"||||||||||||||||"XXXXX"
"Tremoctopodidae"|4530||"invertebrate"|"Octopus"||||||||||||||||"XXXXX"
"Octopus"|4521||"invertebrate"|"Octopus"||||||||||||||||"XXXXX"
"Sepioidea, Cuttlefish"|4504||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Heteroteuthinae"|4537||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Heteroteuthis Dispar, Odd Bobtail"|4538||"invertebrate"|"Mollusc"|||||||||"3ML"||||"Preyed on by whales;Portugese dogfish"||"ML=mantle length"|"XXXXX"
"Rossia Hyatti"|4523||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Rossia Megaptera"|4526||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Rossia Palpebrosa, Warty Bobtail Squid"|4525||"invertebrate"|"Mollusc"||"pelagic"|"North Atlantic"|"75;549"|||||"4.5ML"||||||"ML=mantle length"|"XXXXX"
"Semirossia Tenera, Lesser Bobtail Squid"|4522||"invertebrate"|"Mollusc"|"inshore"||"Northwest Atlantic"||||||"5ML"||||||"ML=mantle length"|"XXXXX"
"Sepiolidae"|4536||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Spirulidae, Ram's Horn Squid"|4539||"invertebrate"|"Mollusc"|"slope"|"pelagic"|"pelagic:diurnal vertical migrations"|"100;1000"|"temperate;tropical"||||4.5|||||||"XXXXX"
"Stauroteuthidae"|4527||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Oegopsida"|4503||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Thelidioteuthis"|4557||"invertebrate"|"Squid"|||||||||||||"Synonym: Ancistrocheirus"|||"XXXXX"
"Architeuthidae"|4573||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Bathyteuthidae"|4581|"no"|"invertebrate"|"Squid"|"oceanic"|"pelagic"|"pelagic:diurnal vertical migrations"|"700;2000"|||||"7ML"||||||"ML=mantle length"|"XXXXX"
"Brachioteuthis"|4583||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Chiroteuthidae"|4566||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Cranchia"|4587||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Egea"|4596||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Helicocranchia"|4594||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Leachia"|4588||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Liocranchia"|4589||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Megalocranchia"|4595||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Taonius"|4591||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Teuthowenia"|4592||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Taoniinae S.F."|4590||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Cranchiinae"|4586||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Galiteuthis"|4593||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Cranchiidae"|4585||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Ancistrocheirinae"|4556||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Enoploteuthinae"|4546||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Pyroteuthinae"|4558||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Abralia Redfieldi"|4551|"no"|"invertebrate"|"Squid"||"mesopelagic"|"pelagic:diurnal vertical migration; upper 100-50 m at night; bottom at day"||"subtropical;tropical"||0.2916666667||0.35||0.5|430|"squid; widely distributed from Nova Scotia to southern Brasil in the western Atlantic;"|||"XXXXX"
"Abralia Veranyi"|4552|"no"|"invertebrate"|"Squid"|"shelf"|"mesopelagic"|"pelagic:diurnal vertical migration; upper 60-20 m at night; 700-800 m at day"||"subtropical;tropical"||0.2916666667||0.35||0.5|430|"squid; most widely distributed sp in the Atlantic ocean; sp associated w/ distant- neritic waters;"|||"XXXXX"
"Abralia"|4550|"no"|"invertebrate"|"Squid"||"mesopelagic"|"pelagic:diurnal vertical migration; upper 50 m at night; bottom at day"||"subtropical;tropical"||0.2916666667||0.35||0.5|430|"squid; info related to A.trigonura"|||"XXXXX"
"Abraliopsis Pfefferi"|4554|"no"|"invertebrate"|"Squid"||"mesopelagic"|"pelagic:diurnal vertical migration; upper 50 m at night; bottom at day"||"tropical;subtropical;temperate"||0.4383561644||||||"squid; minimum mature age of female is 127 days;distributed in the tropical to warm temperate Atlantic Ocean, the Gulf of Mexico, and Mediterranean Sea ;"|||"XXXXX"
"Abraliopsis"|4553|"no"|"invertebrate"|"Squid"||"mesopelagic"|"pelagic:diurnal vertical migration; upper 50 m at night; bottom at day"||"tropical;subtropical;temperate"||0.2916666667||0.35||0.5|430|"squid; info related to A.trigonura"|||"XXXXX"
"Enoploteuthis Anapsis"|4548||"invertebrate"|"Squid"|||||"subtropical;tropical"|||||||||||"XXXXX"
"Enoploteuthis Leptura"|4549||"invertebrate"|"Squid"|||||"tropical;warm temperate"||||"15ML"||"153days"||"Largest species in this family"||"ML=mantle length"|"XXXXX"
"Enoploteuthis"|4547||"invertebrate"|"Squid"|||||"subtropical;tropical"|||||||||||"XXXXX"
"Pterygioteuthis"|4559||"invertebrate"|"Squid"|"oceanic"|"pelagic"|"pelagic:diurnal vertical migrations"|"0;500"|"subtropical;tropical;temperate"||||"4ML"||||"Preyed on by dolphins and pelagic fish"||"ML=mantle length"|"XXXXX"
"Enoploteuthidae"|4545||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Gonatus"|4569||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Gonatidae"|4568||"invertebrate"|"Squid"|||||"cold"|||||||||||"XXXXX"
"Histioteuthis Bonnellii, Umbrella Squid"|4575||"invertebrate"|"Squid"|"slope;oceanic"|"pelagic"|"sometimes associated with the bottom"|"200;800,  500;1500"|||||"119; 33ML"||||"Preyed on by whales;sharks;swordfish"|1|"ML =mantle length"|"XXXXX"
"Histioteuthis Celetaria Celetaria"|4576||"invertebrate"|"Squid"||"pelagic"||"midwater"|"tropical;subtropical"||||"26ML"||||||"ML =mantle length"|"XXXXX"
"Histioteuthis Corona Corona"|4577||"invertebrate"|"Squid"||"pelagic"||"midwater"|||||"16ML"||||"Preyed on by whales and seals"||"ML =mantle length"|"XXXXX"
"Histioteuthis Dofleini"|4578||"invertebrate"|"Squid"|"oceanic"|"pelagic"||"midwater"|"warm temperate"||||"12ML"||||||"ML =mantle length"|"XXXXX"
"Histioteuthis Elongata, Elongate Jewel Squid"|4579||"invertebrate"|"Squid"|"oceanic"|"pelagic"||"500;1000"|||||"20ML"||||||"ML =mantle length"|"XXXXX"
"Histioteuthis Reversa, Reverse Jewel Squid"|4580||"invertebrate"|"Squid"|"slope;oceanic"|"pelagic"||"200;800"|"temperate;tropical;subtropical"||||"19ML"||||"Preyed on by whales;sharks;swordfish"||"ML=mantle length"|"XXXXX"
"Histioteuthidae"|4574||"invertebrate"|"Squid"||"pelagic"||"midwater"||||||||||||"XXXXX"
"Tetronychoteuthis"|4571||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Lepidoteuthidae"|4570||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Long-Finned Squid"|4512|"yes?"|"invertebrate"|"Squid"|"inshore;shelf;slope (migrate back and forth seasonally)"|"demersal;pelagic"|"pelagic:diurnal vertical migrations. Mud or sandy mud."|"0;80"|"8;21"|"fish;squid;crustaceans"|"6months"|"15ML"|"60 (50ML)"||3|"950;15000"|"Preyed on by fish,sharks,marine mammals,birds. Form schools according to size class before eating.  Aggregate on the bottom during the day."|1|"ML=mantle length"|"XXXXX"
"Loligo"|4541||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Loliginidae"|4514||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Loliginidae"|4540||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Lampadioteuthis"|4543||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Selenoteuthis"|4544||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Lycoteuthidae"|4542||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Chiroteuthis"|4567||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Mastigoteuthis"|4584||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Octopoteuthis"|4562||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Octopoteuthidae"|4561||"invertebrate"|"Squid"|"oceanic"|"pelagic, believed to spawn on bottom"||"midwater"|||||"140ML"||||"Preyed on heavily by sperm whales"||"ML=mantle length"|"XXXXX"
"Ommastrephinae"|4516||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Short-Fin Squid"|4511|"yes"|"invertebrate"|"Squid"|"inshore;shelf;slope (offshore/inshore migrations)"|"pelagic"|"close to shore in summer. pelagic:diurnal vertical migrations. Over sand/silt. Avoid areas with anemones"|"100;150 (most abundant). From 0;440"|"3.5;15 preferred. 0.5;27.3"|"crustaceans;squid;fish. Don't feed much on fish on Scotian Shelf."|"<1"|"20ML"|"45 (35ML)"|0.7|1|"10,000;400,000"|"Cannibalistic. Schooling. Preyed on by tuna, hake, marine mammals, birds. Salinity: 30-36.5ppt"||"ML=mantle length"|"XXXXX"
"Illex"|4515||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Ommastrephes Bartrami, Red Flying Squid"|4518||"invertebrate"|"Squid"||"pelagic"||||"piscivore/?:lanternfish;mackerel larvae;saury;sardines;euphausiids;squid"|||"50ML"||||"Preyed on by seals;birds;whales;swordfish"||"ML=mantle length"|"XXXXX"
"Ommastrephes Pteropsus"|4519||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Ommastrephes"|4513||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Ornithoteuthis"|4517||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Ommastrephidae"|4510||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Onychoteuthis"|4564||"invertebrate"|"Squid"|"oceanic"|"pelagic"||"0;150 mainly. Deep as 800"|"warm;temperate"||||"30ML"||||"Onychoteuthis banksi is found off NS"||"ML=mantle length"|"XXXXX"
"Onykia"|4565||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Onychoteuthidae"|4563||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Pholidoteuthis"|4572||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Pyroteuthis"|4560||"invertebrate"|"Squid"||||||||||||||||"XXXXX"
"Ctenopteryx"|4582||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Teuthoidea"|4501||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Vampyroteuthidae, Vampire Squid"|4535||"invertebrate"|"Mollusc"||"pelagic"|"oxygen minimum zone"|"600;800"||"zooplanktivore:copepods;cnidarians;prawns"|||30||||"In between a squid and an octopus.  Preyed on by whales."|||"XXXXX"
"Myopsida"|4502||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Cephalopoda"|4500||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Pearly Top Shell, Boreal Topsnail"|4259||"invertebrate"|"Mollusc"||"benthic"||"18;670"|||||1.7|||||||"XXXXX"
"Keyhole Limpet"|4202||"invertebrate"|"Mollusc"||"benthic"||||||||||||||"XXXXX"
"Keyhole Limpet"|4253||"invertebrate"|"Mollusc"||"benthic"||||||||||||||"XXXXX"
"Margarites Cinera"|4223||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Margarites Costalis"|4224||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Margarites Groenlandica"|4225||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Margarites Helicina"|4254||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Top Shells"|4255||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Limpet"|5200||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Cylichna Alba"|4257||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Giant Canoe Bubble"|4431||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Philine Sinuata, Sinuate Paper-bubble"|4256||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Clione Limacina"|4611||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Turritellopsis"|4229||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Silky Buccinum, Ladder Whelk"|4212||"invertebrate"|"Mollusc"||"benthic"||||||||||||||"XXXXX"
"Spindle Shell"|4228||"invertebrate"|"Mollusc"||"benthic"||||||||||||||"XXXXX"
"Ten Ridged Whelk, New England Neptune"|4227||"invertebrate"|"Mollusc"||"benthic"||"0;90"||"benthivore:gastropods"|||14||||"Preyed on by some fish"||"former species name: Decemcostata"|"XXXXX"
"Buccinidae"|4209||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Cup And Saucer Limpet"|5201||"invertebrate"|"Mollusc"||"benthic"||"0;345"|||||2.5|||||||"XXXXX"
"Epitonium"|4240||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Periwinkles"|4250||"invertebrate"|"Mollusc"||"benthic"||||||||||||||"XXXXX"
"Skenes"|4251||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Velvet Shell"|4252||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Sea Slugs"|4400||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Canoe Shells"|4430||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Bushy Backslug"|4410||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Plumed Seaslug, Nudibranch"|4420||"invertebrate"|"Mollusc"|"inshore"|"benthic"|"benthic:anemones"|"intertidal;sublittoral"||"benthivore:anemones"|||12|||||||"XXXXX"
"Sea Snails, Heteropoda/Pteropoda"|3600||"invertebrate"|||||||||||||||||"XXXXX"
"Duck Foot, Pelican Foot"|4230||"invertebrate"|"Mollusc"||"benthic"||"4;365"|||||6.4|||||||"XXXXX"
"Wave Whelk, Edible Whelk"|4211|"yes"|"invertebrate"|"Mollusc"|"inshore"|"benthic"||"intertidal;30"||"benthivore:polychaetes;bivalves;urchins;carrion"|||10.2||||"preyed on by humans and Herring Gulls"|||"XXXXX"
"Whelks"|4210||"invertebrate"|"Mollusc"||"benthic"||||||||||||||"XXXXX"
"Stimpson's Whelk"|"new species"||"invertebrate"|"Mollusc"||"benthic"||||"benthivore:gastropods;moonsnails;"|||12.5|||||3||"XXXXX"
"Amphissa Haliaeeti"|4201||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Cancellate Lora"|4216||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Common Periwinkle"|"new species"||"invertebrate"|"Mollusc"|"inshore"|"benthic"|"benthic:rocky shores"|"all tide levels"||"herbivore:encrusting macroalgae"|||4|||||3||"XXXXX"
"Rough Periwinkle"|"new species"||"invertebrate"|"Mollusc"|"inshore"|"benthic"||"high intertidal"|||||1.8|||||3||"XXXXX"
"Nucella Lapillus, Dog Whelk"|4231||"invertebrate"|"Mollusc"|"inshore"|"benthic"|"benthic:rock"|"littoral zone"|"0;20"|"benthivore:mussels;barnacles"|||6|||"100;1000"|"preyed on by birds,crabs. Susceptible to trying out when emersed.  Mostly found in Europe."|||"XXXXX"
"Mud Snail"|4232||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Dog Whelk"|4233||"invertebrate"|"Mollusc"||||||||||||||4|"No info on species. Although there are dog whelks that are from the genus Nassarius. But there is no Nassarius bivittata, just N obsoletus and N trivittatus."|"XXXXX"
"Dog Whelks"|4235||"invertebrate"|"Mollusc"||"benthic"||||||||||||||"XXXXX"
"Amauropsis Islandica"|4260||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Moonshell, Nothern Moon Snail"|4221||"invertebrate"|"Mollusc"|"inshore"|"benthic"|"benthic:sand;mud;intertidal"|"0;364"||"benthivore:clams;molluscs"|||12.7||||"preyed on by whelks"|||"XXXXX"
"Spotted Northern Moontail"|4258||"invertebrate"|"Mollusc"|"inshore"|"benthic"|"benthic:sand"|"1.8;120"|||||3.5|||||||"XXXXX"
"Little Moonshell"|4222||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Conchs"|4335||"invertebrate"|"Mollusc"||"benthic"||||||||||||||"XXXXX"
"Pelagic Sea Snail"|3601||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Limacina"|2605||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Helocid Pteropod"|4621||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Shelled Sea Butterfly"|4622||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Thecosomata"|2606||"invertebrate"|||||||||||||||||"XXXXX"
"Snails And Slugs"|4200||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Ischnochiton, Red Chiton"|4712||"invertebrate"|"Mollusc"||||||"herbivore:macroalgae"|||2.5|||||||"XXXXX"
"Red Northern Chiton, Mottled Red Chiton"|4713||"invertebrate"|"Mollusc"||"benthic"|"benthic:on stones;shells"|"intertidal;90"|||||4|||||||"XXXXX"
"Amicula Vestita"|4711||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Arctic Cancellate Chiton"|4714||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Chitons"|4700||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Sea Butterflies"|4600||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Tusk Or Toothshells"|4110||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Mollusca Larvae"|4005||"invertebrate"|"Mollusc"||||||||||||||5||"XXXXX"
"Mollusca"|4000||"invertebrate"|"Mollusc"||||||||||||||||"XXXXX"
"Rhynchocoela (obsolete: Nemertea)"|5500||"invertebrate"|"ribbon worm"|||||||||"0.5;300"|||||||"XXXXX"
"horseshoe worms"|945|"no"|"horseshoe worms"|"horseshoe worms"|"cosmoploitan"|"benthic"|||||||50|||10|"suspension feeder"|2||"XXXXX"
"horseshoe worms"|1940|"no"|"horseshoe worms"|"horseshoe worms"||||||||||||10|"suspension feeder"|2|"only one family in phylum"|"XXXXX"
"Phoronidae"|1941||"invertebrate"|||||||||||||||2||"XXXXX"
"Gephyrea (Sipuncula)"|3300||"invertebrate"|"Worm"||||||||||||||||"XXXXX"
"Gould's Sipunculid, Mud worm"|3313||"invertebrate"|"Worm"||"benthic"|"benthic:burrows in mud;sand"|"0;30"|||||30||||"unsegmented worms"|||"XXXXX"
"Phascolosoma"|3320||"invertebrate"|"Worm"||"benthic"||"shllow; Tida/subtidal"|||||||||"unsegmented worms"|||"XXXXX"
"Golfingia"|3701||"invertebrate"|"Worm"||"benthic"||"shllow; Tida/subtidal"|||||||||"unsegmented worms"|||"XXXXX"
"Themiste"|3312||"invertebrate"|"Worm"||"benthic"||"shllow; Tida/subtidal"|||||||||"unsegmented worms"|||"XXXXX"
"Phascolion Strombi"|3314||"invertebrate"|"Worm"||"benthic"||"shllow; Tida/subtidal"|||||||||"unsegmented worms"|||"XXXXX"
"Sipunculus"|3700||"invertebrate"|"Worm"||"benthic"||"shllow; Tida/subtidal"|||||||||"unsegmented worms"|||"XXXXX"
"Acanthocephala"|3400|"no"|"invertebrate"|"Worm"|||"parasitic - Guts"|||||||||||||"XXXXX"
"Cestoda"|7700||"invertebrate"|"Flatworms - Tapeworms"||||||||||||||||"XXXXX"
"Digenea S.C."|7601||"invertebrate"|"Flatworms - Digenea flukes"||||||||||||||||"XXXXX"
"Trematoda"|7600||"invertebrate"|"Flatworms - Flukes"||||||||||||||||"XXXXX"
"Turbellaria"|7500||"invertebrate"|"Flatworms - Planarians"||||||||||||||||"XXXXX"
"Platyhelminthes"|5300||"invertebrate"|"Flatworms"||||||||||||||||"XXXXX"
